topicId	tableId	cityId	cityName	venueName	venueCategory	lat	lon	colors
0	14719	4	"San Francisco"	"Muni Stop at Arch and Randolph"	Travel & Transport::Light Rail	37.714304	-122.466981	9
0	14719	4	"San Francisco"	"Underdog"	Food::Hot Dog Joint	37.7224798528259	-122.479083675487	9
0	14719	4	"San Francisco"	"Muni Metro Stop - 19th & Holloway (SF State)"	Travel & Transport::Light Rail	37.7216306515366	-122.475199699402	9
0	14719	4	"San Francisco"	"Hensill Hall"	College & University::College Academic Building::College Science Building	37.7235124934907	-122.476444244385	9
0	2189	1	"Oakland"	"The Roundtable"	Professional & Other Places::Military Base	37.7408561706543	-122.156684875488	9
0	2189	1	"Oakland"	"Castlemont High School"	College & University::General College & University	37.7587435036838	-122.164435234769	9
0	2189	1	"Oakland"	"Youth Empowerment High School"	Professional & Other Places::School::High School	37.766253701285	-122.153806686401	9
0	2189	1	"Oakland"	"Bishop O'Dowd High School"	Professional & Other Places::School::High School	37.7533776715093	-122.154705299799	9
0	2189	1	"Oakland"	"Allen Temple Baptist Church"	Professional & Other Places::Spiritual Center::Church	37.7525456074857	-122.178088924306	9
0	2189	1	"Oakland"	"True Fellowship Family Worship Center"	Professional & Other Places::Spiritual Center::Church	37.7471676309857	-122.172113223232	9
0	2189	1	"Oakland"	"Tiny's Ink"	Shop & Service::Tattoo Parlor	37.745549	-122.171633	9
0	2189	1	"Oakland"	"Oak Knoll"	Food::Deli / Bodega	37.771097	-122.154682	9
0	2189	1	"Oakland"	"Durant Marketplace"	Shop & Service::Flea Market	37.7371286791692	-122.163764424182	9
0	2189	1	"Oakland"	"Toler Heights"	::Professional & Other Places	37.7506217122039	-122.153557608461	9
0	2189	1	"Oakland"	"True Fellowship Family Worship Center"	Professional & Other Places::Spiritual Center::Church	37.7471676309857	-122.172113223232	9
0	2189	1	"Oakland"	"Apt. C : Ron's Grill"	Food::Cajun / Creole Restaurant	37.7501555434307	-122.174441457964	9
0	2189	1	"Oakland"	"Rides at the Oakland Zoo"	Arts & Entertainment::Theme Park	37.7493575190747	-122.145052113769	9
0	2189	1	"Oakland"	"Keller Market"	Shop & Service::Convenience Store	37.772338	-122.145572	9
0	12821	4	"San Francisco"	"Herbst Natatorium"	Shop & Service::Gym / Fitness Center::Gym Pool	37.7471173792784	-122.495541572571	1
0	12821	4	"San Francisco"	"Sunset True Value"	Shop & Service::Hardware Store	37.753404	-122.497373	1
0	12821	4	"San Francisco"	"Sunset Elementary School"	Professional & Other Places::School::Elementary School	37.7511697756154	-122.499030287297	1
0	12821	4	"San Francisco"	"West Sunset Field"	Outdoors & Recreation::Field	37.7480890662513	-122.498074219219	1
0	12821	4	"San Francisco"	"San Francisco Youth Ballet Academy"	College & University::College Gym	37.7379137277603	-122.500905990601	1
0	12821	4	"San Francisco"	"South Sunset Soccer Field"	Outdoors & Recreation::Athletic & Sport::Soccer Field	37.7373097928061	-122.498449087143	1
0	12821	4	"San Francisco"	"Amity Market"	Shop & Service::Food & Drink Shop::Liquor Store	37.74188616	-122.502509	1
0	12821	4	"San Francisco"	"Muni Sunset Blvd & Noriega St"	Travel & Transport::Bus Station	37.753411875439	-122.495241165161	1
0	12821	4	"San Francisco"	"Saint Ignatius College Preparatory"	Professional & Other Places::School::High School	37.7478130237685	-122.495627403259	1
0	12821	4	"San Francisco"	"Bike Nook"	Shop & Service::Bike Shop	37.742023	-122.498407	1
0	12821	4	"San Francisco"	"Chimpanzees"	Arts & Entertainment::Zoo	37.7331918254141	-122.503224725102	1
0	12821	4	"San Francisco"	"Ulloa Elementary School"	Professional & Other Places::School::Elementary School	37.7380195973259	-122.499455817668	1
0	12821	4	"San Francisco"	"The Sunset's Best Seafood Restaurant"	Food::Chinese Restaurant	37.742135	-122.4991261	1
0	12821	4	"San Francisco"	"Saint Gabriel Church"	Professional & Other Places::Spiritual Center::Church	37.7394881122815	-122.498378172449	1
0	12821	4	"San Francisco"	"George's Zoo"	Shop & Service::Food & Drink Shop::Liquor Store	37.735587392189	-122.501882314682	1
0	12821	4	"San Francisco"	"SF MUNI - 71/71L Haight-Noriega"	Travel & Transport::Bus Station::Bus Line	37.753547599917	-122.495412826538	1
0	12821	4	"San Francisco"	"Polly Ann Ice Cream"	Food::Ice Cream Shop	37.7535855942309	-122.497880793975	1
0	12821	4	"San Francisco"	"South Sunset Playground"	Outdoors & Recreation::Playground	37.7381633043632	-122.498438962989	1
0	12821	4	"San Francisco"	"Days Inn San Francisco at the Beach"	Travel & Transport::Hotel	37.7357654418636	-122.502384745808	1
0	12821	4	"San Francisco"	"Homestead"	College & University::College Residence Hall	37.7406926333333	-122.4957	1
0	12821	4	"San Francisco"	"Walgreens"	Shop & Service::Drugstore / Pharmacy	37.741945	-122.498365	1
0	12821	4	"San Francisco"	"Ortega Branch Library"	Professional & Other Places::Library	37.751223	-122.497878	1
0	12821	4	"San Francisco"	"Outer Sunset"	Outdoors & Recreation::Other Great Outdoors	37.7576986219343	-122.498074219219	1
0	11710	4	"San Francisco"	"Traackr - SF HQ"	Professional & Other Places::Office	37.782428	-122.406903	0
0	5848	4	"San Francisco"	"Muni - 3 Jackson"	Travel & Transport::Bus Station::Bus Line	37.7918147784241	-122.439676682552	8
0	5848	4	"San Francisco"	"Alta Plaza Stairs"	Outdoors & Recreation::Park	37.7906014103101	-122.437564385009	8
0	5848	4	"San Francisco"	"Calvary Presbyterian Church"	Professional & Other Places::Spiritual Center::Church	37.792637	-122.4348	8
0	5848	4	"San Francisco"	"Tennis Courts at Alta Plaza Park"	Outdoors & Recreation::Athletic & Sport::Tennis Court	37.7914396971667	-122.436978242545	8
0	796	6	"Mountain View"	"San Jose M.E.P.S."	Professional & Other Places::Government Building	37.4100166760603	-122.067632675171	6
0	796	6	"Mountain View"	"7th Psyop Group"	Professional & Other Places::Government Building	37.4147152109911	-122.066191928714	6
0	796	6	"Mountain View"	"ID Card Office"	Professional & Other Places::Government Building	37.414483	-122.066687	6
0	796	6	"Mountain View"	"NASA Ames Research Center N262"	Professional & Other Places::Government Building	37.4197992988029	-122.06316947937	6
0	796	6	"Mountain View"	"Armed Forces Reserve Center"	Professional & Other Places::Government Building::Monument / Landmark	37.4143838365844	-122.066325102544	6
0	796	6	"Mountain View"	"Microsoft SVC 1 - Mercury Room"	Professional & Other Places::Office::Conference Room	37.4116953208297	-122.071402233011	6
0	796	6	"Mountain View"	"63rd RSC"	Professional & Other Places::Building	37.4143922246105	-122.066641389737	6
0	796	6	"Mountain View"	"NASA Ames Research Center N201"	Professional & Other Places::Government Building	37.412232364558	-122.062311172485	6
0	796	6	"Mountain View"	"NASA Exploration Center - Ames Visitors Center"	Arts & Entertainment::Museum::Science Museum	37.4087596697964	-122.064365744591	6
0	796	6	"Mountain View"	"NASA Exploration Center - Ames Visitors Center"	Arts & Entertainment::Museum::Science Museum	37.4087596697964	-122.064365744591	6
0	7023	4	"San Francisco"	"MUNI Metro Stop - 3rd & Kirkwood/La Salle"	Travel & Transport::Light Rail	37.7374964545057	-122.389798164368	3
0	7023	4	"San Francisco"	"Walgreens"	Shop & Service::Drugstore / Pharmacy	37.7289774951598	-122.392936311916	3
0	7023	4	"San Francisco"	"Cataclysmic Megashear Ranch"	Arts & Entertainment::Art Gallery	37.7273887395859	-122.38954603672	3
0	7023	4	"San Francisco"	"Constanos"	Food::Deli / Bodega	37.740035	-122.389118	3
0	7023	4	"San Francisco"	"MUNI Metro Stop - 3rd & Revere"	Travel & Transport::Light Rail	37.732317	-122.391588	3
0	7023	4	"San Francisco"	"Golden City Gourmet Chinese Food"	Food::Chinese Restaurant	37.73205268	-122.391627430916	3
0	7023	4	"San Francisco"	"Radio Africa & Kitchen"	Food::African Restaurant	37.734781328875	-122.390677928925	3
0	7023	4	"San Francisco"	"Auntie April's Chicken & Waffles"	Food::Southern / Soul Food Restaurant	37.7361007226729	-122.390511631966	3
0	4776	4	"San Francisco"	"City Arts & Technology High School"	Professional & Other Places::School::High School	37.719224	-122.426447	6
0	4776	4	"San Francisco"	"Monsignor Bruce Dreier  Gym"	College & University::College Gym	37.7156783577581	-122.434562055096	6
0	4776	4	"San Francisco"	"Fisherman's Wharf Trolley"	Travel & Transport::Light Rail	37.72775	-122.411861633333	6
0	4776	4	"San Francisco"	"Church of the Epiphany"	Professional & Other Places::Spiritual Center::Church	37.7153627602135	-122.434749765336	6
0	4776	4	"San Francisco"	"John McLaren Dog Run"	Outdoors & Recreation::Dog Run	37.7202336276578	-122.418889160592	6
0	4776	4	"San Francisco"	"Cornerstone Academy"	Professional & Other Places::School	37.7274138455642	-122.418479894301	6
0	4776	4	"San Francisco"	"Broken Record"	Nightlife Spot::Bar	37.7144412990146	-122.436911886587	6
0	4776	4	"San Francisco"	"Cornerstone Academy"	Professional & Other Places::School	37.7274138455642	-122.418479894301	6
0	4776	4	"San Francisco"	"Crocker Amazon Soccer Fields"	Outdoors & Recreation::Athletic & Sport::Soccer Field	37.7134295008294	-122.428395856924	6
0	14559	4	"San Francisco"	"The Glass Bottle"	Nightlife Spot::Speakeasy	37.762689	-122.47747	9
0	14559	4	"San Francisco"	"Sunset Branch Library"	College & University::College Library	37.7634587344071	-122.47631992068	9
0	14559	4	"San Francisco"	"Phở Huỹnh Hiệp 2 - Kevin's Noodle House"	Food::Ramen /  Noodle House	37.7633901109481	-122.477773664826	9
0	14559	4	"San Francisco"	"N-Judah Inbound"	Travel & Transport::Light Rail	37.7616608967655	-122.477524926769	9
0	14559	4	"San Francisco"	"Goodwill Donation Center"	Shop & Service::Thrift / Vintage Store	37.7592881711589	-122.478342996373	9
0	14559	4	"San Francisco"	"Grand View Park"	Outdoors & Recreation::Park	37.756293674767	-122.471787204486	9
0	14559	4	"San Francisco"	"Phở Phú Quốc Vietnamese"	Food::Vietnamese Restaurant	37.76368	-122.47756	9
0	14559	4	"San Francisco"	"Sunset Branch Library"	College & University::College Library	37.7634587344071	-122.47631992068	9
0	14559	4	"San Francisco"	"This Sushi Place is weird!!!"	Food::Japanese Restaurant	37.76372	-122.474174	9
0	14559	4	"San Francisco"	"Underdog"	Food::Hot Dog Joint	37.76373	-122.475603	9
0	14559	4	"San Francisco"	"The Animal Collective"	Professional & Other Places::Spiritual Center::Shrine	37.7653579113986	-122.475551583852	9
0	14559	4	"San Francisco"	"The Pirate Roof"	Outdoors & Recreation::Scenic Lookout	37.7619281040678	-122.476615905762	9
0	14559	4	"San Francisco"	"Grand View Park"	Outdoors & Recreation::Park	37.756293674767	-122.471787204486	9
0	14559	4	"San Francisco"	"Lucca Foods"	Food::Deli / Bodega	37.763557	-122.478010654449	9
0	14559	4	"San Francisco"	"Muni 16th & Judah St"	Travel & Transport::Light Rail	37.761862	-122.473845	9
0	3550	0	"Pittsburgh"	"OHARA ELEMENTARY SCHOOL"	College & University::College Gym	40.5157276888459	-79.8638166615685	0
0	3550	0	"Pittsburgh"	"PA Wine & Spirits"	Shop & Service::Food & Drink Shop::Liquor Store	40.4606297984013	-79.8659058575979	0
0	3550	0	"Pittsburgh"	"Bintaro Plaza"	Shop & Service::Mall	40.4519763384999	-79.8771783828735	0
0	3550	0	"Pittsburgh"	"RIDC Park"	Outdoors & Recreation::Park	40.4995102431387	-79.865539431509	0
0	3550	0	"Pittsburgh"	"Blawnox	Travel & Transport::Hotel::Resort	40.489990234375	-79.8670196533203	0
0	3550	0	"Pittsburgh"	"Holiday Inn Hotel & Suites Pittsburgh-Allegheny Vly-Ridc"	Travel & Transport::Hotel	40.5017199666667	-79.860111	0
0	3550	0	"Pittsburgh"	"Beer Nutz of O'Hara"	Food::Sandwich Place	40.4897232055664	-79.873893737793	0
0	3550	0	"Pittsburgh"	"Docks"	Residence::Residential Building (Apartment / Condo)	40.4859651903854	-79.8746394731749	0
0	3550	0	"Pittsburgh"	"MSA International"	Professional & Other Places::Office::Coworking Space	40.497725	-79.868163	0
0	3550	0	"Pittsburgh"	"vca animal hospital"	Professional & Other Places::Medical Center	40.4879839	-79.8791708333333	0
0	3550	0	"Pittsburgh"	"Giant Eagle Gym"	Shop & Service::Gym / Fitness Center::Gym	40.5084311140458	-79.8679129704875	0
0	3550	0	"Pittsburgh"	"Subway"	Food::Sandwich Place	40.4912986755371	-79.8665161132812	0
0	3550	0	"Pittsburgh"	"ZOLL"	Professional & Other Places::Medical Center	40.4978942871094	-79.8682479858398	0
0	3550	0	"Pittsburgh"	"Evolutionary Fitness"	Shop & Service::Gym / Fitness Center::Gym	40.5020497380679	-79.8701716014352	0
0	3550	0	"Pittsburgh"	"Pittsburgh Vintage Grand Prix Offfice"	Professional & Other Places::Office	40.4994580984745	-79.8660918045826	0
0	3550	0	"Pittsburgh"	"Grane Supply"	Professional & Other Places::Office	40.4948539733887	-79.8716888427734	0
0	3550	0	"Pittsburgh"	"American Thermoplastic Company"	Professional & Other Places::Office::Cafeteria	40.4973328113556	-79.873192	0
0	2364	1	"Oakland"	"East Oakland"	Outdoors & Recreation::Other Great Outdoors	37.7897778723064	-122.197765367102	4
0	2364	1	"Oakland"	"Chabot Space & Science Center"	Arts & Entertainment::Museum::Science Museum	37.8181919842424	-122.181015014648	4
0	2364	1	"Oakland"	"St. Lawrence O'toole Church"	Professional & Other Places::Spiritual Center::Church	37.7887734707903	-122.193287214966	4
0	2364	1	"Oakland"	"Subway"	Food::Sandwich Place	37.7873327	-122.19444	4
0	2364	1	"Oakland"	"Louisiana Fried Chicken"	Food::Southern / Soul Food Restaurant	37.7905225753784	-122.19745695591	4
0	2364	1	"Oakland"	"Oakland Hills Tennis Club"	Shop & Service::Gym / Fitness Center::Gym Pool	37.7974021307656	-122.171697461724	4
0	2364	1	"Oakland"	"Desmond Rodgers Photography Studio"	Shop & Service::Miscellaneous Shop	37.7718484771811	-122.185926677662	4
0	2364	1	"Oakland"	"First Covenant Church"	Professional & Other Places::Spiritual Center::Church	37.7989735123931	-122.183171888951	4
0	2364	1	"Oakland"	"Phnom Penh House"	Food::Vietnamese Restaurant	37.7910300686753	-122.19802584792	4
0	2364	1	"Oakland"	"She Will"	Shop & Service::Arts & Crafts Store	37.783332824707	-122.188705444336	4
0	2364	1	"Oakland"	"Laurel Ace Hardware"	Shop & Service::Hardware Store	37.79013018	-122.1971166	4
0	2364	1	"Oakland"	"The Laurel Neighborhood"	Outdoors & Recreation::Other Great Outdoors	37.7854083853576	-122.189235656364	4
0	2364	1	"Oakland"	"F.W. Olin Library at MILLS"	Professional & Other Places::Library	37.7811622254622	-122.182368164642	4
0	2364	1	"Oakland"	"Mills College Art Museum"	Arts & Entertainment::Museum::Art Museum	37.7828677405357	-122.181719637883	4
0	2364	1	"Oakland"	"F. W. Olin Library"	Professional & Other Places::Library	37.7811902502397	-122.181880384197	4
0	2364	1	"Oakland"	"Lincoln Square Shopping Center"	Shop & Service::Mall	37.7980039846208	-122.183304918601	4
0	2364	1	"Oakland"	"Mills College CPM Building"	College & University::College Academic Building::College Science Building	37.778697	-122.18261	4
0	2364	1	"Oakland"	"Good Hope Missionary Baptist Church"	Professional & Other Places::Spiritual Center::Church	37.7717984940698	-122.19337589306	4
0	2364	1	"Oakland"	"Richard C. Trudeau Training Center"	Professional & Other Places::Convention Center::Meeting Room	37.8035149845375	-122.177085606243	4
0	2364	1	"Oakland"	"Happy Garden Chinese Restaurant"	Food::Chinese Restaurant	37.789449	-122.196683366667	4
0	2364	1	"Oakland"	"Everett & Jones BBQ"	Food::BBQ Joint	37.787683	-122.195381	4
0	2364	1	"Oakland"	"Mills College"	College & University::University	37.7815873780473	-122.184784862346	4
0	2364	1	"Oakland"	"Woodminster Amphitheater"	Arts & Entertainment::Performing Arts Venue::Theater	37.8111636166667	-122.188922083333	4
0	999	0	"Pittsburgh"	"National Robotics Engineering Center"	College & University::University	40.472835	-79.965055	9
0	13455	4	"San Francisco"	"Sunnyside district"	Outdoors & Recreation::Other Great Outdoors	37.7305055656869	-122.439549503538	5
0	13455	4	"San Francisco"	"lick wilmerding high school"	Professional & Other Places::School::High School	37.722515	-122.449264	5
0	13455	4	"San Francisco"	"Spitfire Rose"	Nightlife Spot::Bar	37.7292197250859	-122.44003057117	5
0	13455	4	"San Francisco"	"Balboa Park MUNI Metro Station"	Travel & Transport::Light Rail	37.7215727169561	-122.447412194089	5
0	13455	4	"San Francisco"	"Balboa Park Pool"	Outdoors & Recreation::Pool	37.7264277530209	-122.443060693542	5
0	13455	4	"San Francisco"	"St. Finn Barr"	Professional & Other Places::Spiritual Center::Church	37.730655	-122.447302	5
0	13455	4	"San Francisco"	"Sunnyside Playground & Recreation Center"	Outdoors & Recreation::Park	37.7338229899421	-122.448545655659	5
0	13455	4	"San Francisco"	"City College: Cloud Hall"	College & University::College Academic Building	37.72536856856	-122.450331523873	5
0	13455	4	"San Francisco"	"SF MUNI - 29 Sunset"	Travel & Transport::Bus Station::Bus Line	37.7212042072002	-122.447454929352	5
0	13455	4	"San Francisco"	"Creative Arts Building"	College & University::Community College	37.7268825285737	-122.45159764728	5
0	13455	4	"San Francisco"	"City College: Soccer Field"	College & University::College Stadium::College Soccer Field	37.726218	-122.449122	5
0	13455	4	"San Francisco"	"City College: Tennis Courts"	Outdoors & Recreation::Athletic & Sport::Tennis Court	37.7262662188815	-122.447122335434	5
0	13455	4	"San Francisco"	"Balboa Park"	Outdoors & Recreation::Park	37.7257797443858	-122.443585979567	5
0	13455	4	"San Francisco"	"City College: Track/Football Field"	College & University::College Gym	37.7256849325244	-122.448635101318	5
0	13455	4	"San Francisco"	"Milkgap.com"	Arts & Entertainment::Art Gallery	37.7299776031712	-122.436060314742	5
0	13455	4	"San Francisco"	"Glen Canyon Park"	Outdoors & Recreation::Park	37.7367145119787	-122.440555872385	5
0	13455	4	"San Francisco"	"Glen Park Recreation Center"	Outdoors & Recreation::Park	37.7364819894767	-122.440307045822	5
0	13455	4	"San Francisco"	"Archbishop Riordan High School"	Professional & Other Places::School::High School	37.7279421649551	-122.453227043152	5
0	13455	4	"San Francisco"	"City College: Food Truck"	Food::Food Truck	37.7272548195075	-122.450560927391	5
0	13455	4	"San Francisco"	"City College: Main Campus"	College & University::Community College	37.7257019044535	-122.450153231621	5
0	13455	4	"San Francisco"	"Railroad Espresso"	Food::Café	37.7315032482147	-122.4513975	5
0	13455	4	"San Francisco"	"Earthjustice Ad"	Arts & Entertainment::General Entertainment	37.721984959143	-122.447476387024	5
0	13735	4	"San Francisco"	"San Franscisco Chronicle Presents Opera In the Park"	Arts & Entertainment::Concert Hall	37.76972811	-122.457741	5
0	13735	4	"San Francisco"	"Golden Gate Park Children's Playground"	Outdoors & Recreation::Playground	37.7682467834872	-122.457690238953	5
0	13735	4	"San Francisco"	"The Moon"	Travel & Transport::Airport::Plane	37.76770262	-122.456707	5
0	13735	4	"San Francisco"	"Millberry Fitness & Recreation Center"	College & University::College Gym	37.763914662572	-122.458370318095	5
0	13735	4	"San Francisco"	"Panda Express"	Food::Chinese Restaurant	37.7635947611894	-122.458478808403	5
0	13735	4	"San Francisco"	"The National AIDS Memorial Grove"	Outdoors & Recreation::Park	37.7698836150801	-122.460930347443	5
0	13735	4	"San Francisco"	"Haight Ashbury Recycling center"	Outdoors & Recreation::Other Great Outdoors	37.7661327865157	-122.457353063269	5
0	13735	4	"San Francisco"	"Irving Street Muni N Line Inbound"	Travel & Transport::Light Rail	37.76434	-122.458557	5
0	13735	4	"San Francisco"	"Dahlia Garden"	Outdoors & Recreation::Garden	37.7724281917134	-122.459332278234	5
0	13735	4	"San Francisco"	"Wooly Pig Cafe"	Food::Café	37.76522	-122.460266	5
0	13735	4	"San Francisco"	"Kezar Triangle"	Outdoors & Recreation::Dog Run	37.7666777658266	-122.458591461182	5
0	2159	1	"Oakland"	"US Customs and Borders Protection"	Professional & Other Places::Government Building	37.80819317985	-122.310704592106	9
0	2159	1	"Oakland"	"Extended Stay America"	Travel & Transport::Hotel	37.827284	-122.28842	9
0	2159	1	"Oakland"	"PsPrint LLC Online Printing"	Professional & Other Places::Office	37.8226647649376	-122.289509571835	9
0	2159	1	"Oakland"	"16th & Wood Train Station"	Travel & Transport::Train Station::Train	37.818999	-122.294041	9
0	2159	1	"Oakland"	"S curve"	Outdoors & Recreation::Other Great Outdoors	37.821105	-122.331176	9
0	2159	1	"Oakland"	"GSC"	Professional & Other Places::Office::Coworking Space	37.8053251102551	-122.311374480654	9
0	2159	1	"Oakland"	"Portsamerica Outer Harbor"	Professional & Other Places::Building	37.8163245771162	-122.30981324624	9
0	2159	1	"Oakland"	"Waiting In Line For The Bay Bridge Toll Plaza"	Travel & Transport::General Travel	37.8253353470331	-122.306220105299	9
0	2159	1	"Oakland"	"Oakland Port Sprints"	Outdoors & Recreation::Playground	37.8088865347598	-122.316595037347	9
0	2159	1	"Oakland"	"The Taco Panzon Truck"	Food::Taco Place	37.8172088364821	-122.291221618652	9
0	2159	1	"Oakland"	"Oakland...city of dope"	Outdoors & Recreation::Other Great Outdoors	37.8257717182322	-122.302577012326	9
0	2159	1	"Oakland"	"Mandela Parkway"	Outdoors & Recreation::Park	37.820714685186	-122.289138565954	9
0	2159	1	"Oakland"	"Bridge"	Travel & Transport::Hotel::Bed & Breakfast	37.8198699951172	-122.339546203613	9
0	2159	1	"Oakland"	"Left Coast Lifter"	Outdoors & Recreation::Other Great Outdoors	37.8233281065488	-122.319064055231	9
0	2159	1	"Oakland"	"Powell Street Plaza"	Outdoors & Recreation::Other Great Outdoors	37.8250077169775	-122.309237466048	9
0	2159	1	"Oakland"	"Under the Pacific Ocean"	Travel & Transport::Light Rail	37.804123	-122.312957	9
0	3493	0	"Pittsburgh"	"American Eagle Parking Garage"	Travel & Transport::General Travel	40.4271081823214	-79.963785310184	3
0	3493	0	"Pittsburgh"	"SpringHill Suites"	Travel & Transport::Hotel	40.4267281744605	-79.9617791175842	3
0	3493	0	"Pittsburgh"	"Shop Four One Two"	Shop & Service::Clothing Store	40.427711419994	-79.9659977704891	3
0	3493	0	"Pittsburgh"	"UPMC Sports Medicine Clinic"	Professional & Other Places::Medical Center	40.425009	-79.9597060666667	3
0	3493	0	"Pittsburgh"	"American Eagle HQ"	Professional & Other Places::Office::Coworking Space	40.4269895235515	-79.9633991718292	3
0	3493	0	"Pittsburgh"	"Tusca Global Tapas"	Food::Tapas Restaurant	40.42723	-79.9652	3
0	3493	0	"Pittsburgh"	"Page Dairy Mart"	Food::Ice Cream Shop	40.41115608	-79.955803	3
0	3493	0	"Pittsburgh"	"Birmingham Bridge Tavern"	Nightlife Spot::Bar	40.424543	-79.9646490812302	3
0	3493	0	"Pittsburgh"	"AE Fit"	Shop & Service::Gym / Fitness Center::Gym	40.4274196650102	-79.962785587499	3
0	3493	0	"Pittsburgh"	"GetGo"	Shop & Service::Gas Station / Garage	40.4230471159634	-79.9603272043293	3
0	3493	0	"Pittsburgh"	"77 Cafe"	Food::Café	40.4268569946289	-79.9630355834961	3
0	3493	0	"Pittsburgh"	"The Circuit Center and Ballroom"	Arts & Entertainment::Stadium::Baseball Stadium	40.4259582383618	-79.9631406815674	3
0	3493	0	"Pittsburgh"	"Pittsburgh Steelers Headquarters"	Professional & Other Places::Office	40.4191159366806	-79.9571228027344	3
0	3493	0	"Pittsburgh"	"UPMC Center for Sports Medicine"	Professional & Other Places::Medical Center	40.4250464177179	-79.9597535716279	3
0	3493	0	"Pittsburgh"	"Kay Jewelers : Southside"	Shop & Service::Jewelry Store	40.4278602600098	-79.9657211303711	3
0	3493	0	"Pittsburgh"	"Water Feature in Southside Works"	Outdoors & Recreation::Playground	40.4278179	-79.9655848	3
0	3493	0	"Pittsburgh"	"UPMC Pitt Training Facility"	College & University::College Gym	40.4221454525345	-79.957546416372	3
0	3493	0	"Pittsburgh"	"Hoffbrauhaus"	Nightlife Spot::Bar	40.4295017833333	-79.9640529166667	3
0	3493	0	"Pittsburgh"	"Claddagh Irish Pub"	Nightlife Spot::Bar	40.4281443661639	-79.9647085411807	3
0	3493	0	"Pittsburgh"	"UPMC Sports Performance Complex"	Professional & Other Places::Office	40.4227638244629	-79.9576721191406	3
0	3493	0	"Pittsburgh"	"Blair St Park"	Outdoors & Recreation::Park	40.404059	-79.9455973082443	3
0	3493	0	"Pittsburgh"	"Josza Corner Hungarian Restaurant"	Food::Eastern European Restaurant	40.4112815856934	-79.9451370239258	3
0	3493	0	"Pittsburgh"	"Bridgeside Parking Lot"	Professional & Other Places::Parking	40.4286619700161	-79.9573825164792	3
0	3493	0	"Pittsburgh"	"Hofbräuhaus Pittsburgh"	Nightlife Spot::Beer Garden	40.4285902645745	-79.9645900726318	3
0	3493	0	"Pittsburgh"	"IBEW 5 Building"	Professional & Other Places::Office	40.4257736206055	-79.9631195068359	3
0	3493	0	"Pittsburgh"	"PUMA"	Shop & Service::Clothing Store::Shoe Store	40.427593	-79.9653735833333	3
0	3493	0	"Pittsburgh"	"Splash & Dash Car Wash"	::Professional & Other Places	40.4242518457468	-79.9634629964708	3
0	11180	4	"San Francisco"	"Dolores Park Slack Lines"	Outdoors & Recreation::Other Great Outdoors	37.759075	-122.426227	0
0	11180	4	"San Francisco"	"Jeffrey's Natural Pet Foods"	Shop & Service::Pet Store	37.7612642702485	-122.428716603039	0
0	11180	4	"San Francisco"	"Corndoggin'"	Nightlife Spot::Speakeasy	37.756262	-122.426032	0
0	11180	4	"San Francisco"	"Dolores Park Cafe"	Food::Café	37.7612495560602	-122.425847053528	0
0	11180	4	"San Francisco"	"Steve Jobs iPhone-light Vigil"	Outdoors & Recreation::Park	37.759909	-122.426332	0
0	11180	4	"San Francisco"	"21st  & Chattanooga Muni Stop"	Travel & Transport::Light Rail	37.7564147213322	-122.426791191101	0
